rid,uid,rating
da-legna-new-haven,tpVrgJu5J9GcthVCtfgPkA,5.0
da-legna-new-haven,spDS7HPrOUc3wCNRyfSUnA,2.0
da-legna-new-haven,V2AMk3M6G9k0CixvyYz7Rw,5.0
da-legna-new-haven,D6YuGtZDugcZuJQ-22CP5w,5.0
da-legna-new-haven,6NFajJlaGkU9cUzGn7ES3A,1.0
da-legna-new-haven,081zKJzhiuHNpUY6eLaNkg,5.0
da-legna-new-haven,yTsHUozU2IKhP38keaIomw,5.0
da-legna-new-haven,upQniwVsF8XnpejY11vizw,5.0
da-legna-new-haven,9QD-0-niT0zqXX5wok7tOw,5.0
da-legna-new-haven,JPAusxLeJJ1OP-lcwKPYSQ,5.0
da-legna-new-haven,JYKLf8aAepHKaMUIIeS_-A,4.0
da-legna-new-haven,1_KomusMur6wJBbgPIUCxA,5.0
da-legna-new-haven,a7_d2Ya9OjCDjhWUbbgijg,4.0
da-legna-new-haven,bo31Hdyj53BPuF0q6Ux2YQ,4.0
da-legna-new-haven,COvoIgPLHSQrcRpO-z85PQ,5.0
da-legna-new-haven,B4EdMKFO3SF6qGyFfpSyhA,5.0
da-legna-new-haven,TdwNg0VRrQy0vCQkJDLOJw,5.0
da-legna-new-haven,IujivWgu4tXmMvFHORx3IA,5.0
da-legna-new-haven,lsSzieGFg6Fiun0DmrDThQ,5.0
da-legna-new-haven,rt_xL_eVYxBOc-5KtIWCfw,5.0
da-legna-new-haven,s-_ecc8UUq_5cionHqSy2g,2.0
da-legna-new-haven,QQYjES9TtJYDk2SYG96fJQ,5.0
da-legna-new-haven,I95bHlAclv6ZFyGfAVZgRg,4.0
da-legna-new-haven,4xqmXdU2qG0FTPWfh6iOEA,5.0
da-legna-new-haven,-KJCS34B-WC8dGCPKbK5tA,4.0
da-legna-new-haven,CdE-oB57Xrn-2njoW1RyDg,5.0
da-legna-new-haven,YCemTps4FFYrrA8Hy6ERpg,5.0
da-legna-new-haven,wB8wIM4sqISkKuEONAsiow,5.0
da-legna-new-haven,iQ8RqvTxMAyAOjFWg6nmPw,4.0
da-legna-new-haven,uClg_YQPvEiKYOBEvz7Rqg,5.0
da-legna-new-haven,Dm1Hmsh7aNwTOXDJ1WaJ4w,3.0
da-legna-new-haven,7qGoGVf-eBH9Zela8ZfGLw,5.0
da-legna-new-haven,RKUG8xQSQbs7o4L6XlMfLg,4.0
da-legna-new-haven,9aZBAsiaMtunaz6hD_8U7A,4.0
da-legna-new-haven,wVJtc6aG9mk-DTUnYah4_A,4.0
da-legna-new-haven,fVQZsOQy1p1BthYu9TaVFg,5.0
da-legna-new-haven,hzVnWlt681aE0vICw6U0TA,5.0
da-legna-new-haven,r8FzDpuUoDXcnyc7van5Tw,5.0
da-legna-new-haven,SFNTctsiX4EABPfuk9xB7Q,4.0
da-legna-new-haven,rkJ2UV5Rk7zk30UKJJqZ1Q,4.0
da-legna-new-haven,YtwV8apxbZ0LQWWF4DBROg,5.0
da-legna-new-haven,0mqRmSFyO2KR3Cb6r2VAPQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,VtYDQk6fCdJp9WSLAVawyg,5.0
tikkaway-fresh-indian-grill-new-haven-2,_IUncSKOzqdy3uQu-FwsLQ,3.0
tikkaway-fresh-indian-grill-new-haven-2,FGY6rrqQovlNzubwF0tdqw,4.0
tikkaway-fresh-indian-grill-new-haven-2,4-NiW-FCytORxVSuS7EcDA,4.0
tikkaway-fresh-indian-grill-new-haven-2,IVEeHG_2DDgMGvPdgsmWrw,5.0
tikkaway-fresh-indian-grill-new-haven-2,Y6fdKo2-Cv9mUb-Qe9TChw,5.0
tikkaway-fresh-indian-grill-new-haven-2,xNnF-mndYvV0C5uOV2WPGQ,4.0
tikkaway-fresh-indian-grill-new-haven-2,2Gw2hZs8itK5dRCrWQXpLA,4.0
tikkaway-fresh-indian-grill-new-haven-2,1Yzw8oX8mB8ocVM3dqAO2A,5.0
tikkaway-fresh-indian-grill-new-haven-2,y-cLRnXOtPHG-Ph5IRFx-Q,5.0
tikkaway-fresh-indian-grill-new-haven-2,B8hBoQ1jyzeFDJ7lNZhLig,4.0
tikkaway-fresh-indian-grill-new-haven-2,zTn_gpCianVdci4_nXQwew,5.0
tikkaway-fresh-indian-grill-new-haven-2,d6NfAro3GdsvP3w917fCaA,4.0
tikkaway-fresh-indian-grill-new-haven-2,AhUCcX41h8sxZj2sUqIA4Q,5.0
tikkaway-fresh-indian-grill-new-haven-2,ZJFVOVZEZhMBWT6soI4eRg,4.0
tikkaway-fresh-indian-grill-new-haven-2,lwc4IY5Q4qZtO5B4SL1Ccw,5.0
tikkaway-fresh-indian-grill-new-haven-2,pmJtYnPUtt_KP-l0APD-DA,5.0
tikkaway-fresh-indian-grill-new-haven-2,ja6_9oEyJ5YRczZ87S-rzQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,hP9crc2AXsozEu7JKUs7fw,5.0
tikkaway-fresh-indian-grill-new-haven-2,BZbz46l8FuOkVMiCIOH8Mw,4.0
tikkaway-fresh-indian-grill-new-haven-2,zWCCqajK9iVftpjrIVAwMw,2.0
tikkaway-fresh-indian-grill-new-haven-2,fNGgLHUoclSQ5Ro1UNiDzw,5.0
tikkaway-fresh-indian-grill-new-haven-2,zt8g-2f_Nzyvji2WUFSLsQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,zy5OTrpwTMiKrU2VFUqYlw,5.0
tikkaway-fresh-indian-grill-new-haven-2,4x8Yf7wEA2BGe6kQn56RoQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,ry0kAvWu83fu-Ku8jcMLoQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,16mQCHo-2NlJZJTUI1fCtQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,3W-PMFpSpVejpn5Fqxy0VQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,wZPizeBxMAyOSl0M0zuCjg,4.0
tikkaway-fresh-indian-grill-new-haven-2,VhjViDyamaVUj3_cb4NlAA,5.0
tikkaway-fresh-indian-grill-new-haven-2,Yz2NTgwTPabWljWnuDL_Qw,5.0
tikkaway-fresh-indian-grill-new-haven-2,Fwwmx_mZvOIVTc0aff3lRg,1.0
tikkaway-fresh-indian-grill-new-haven-2,OMerStXlNSupqhNzCdt1yw,5.0
tikkaway-fresh-indian-grill-new-haven-2,SV0yTnIjTZOedSJcQko8Lg,1.0
tikkaway-fresh-indian-grill-new-haven-2,R-UFqItV5URwqlbH9dAc-w,5.0
tikkaway-fresh-indian-grill-new-haven-2,n4RMLXlgy4sJo6MQfXZ3_g,4.0
tikkaway-fresh-indian-grill-new-haven-2,XojLLTvhoDACFSbsjq9FeQ,4.0
tikkaway-fresh-indian-grill-new-haven-2,_IclSpsETx891VaZmcP8zA,4.0
tikkaway-fresh-indian-grill-new-haven-2,pO8Jjcm4G5CCwNC2ER8mwQ,4.0
tikkaway-fresh-indian-grill-new-haven-2,A4CEe_iAUakfcdt0lcg5BA,4.0
tikkaway-fresh-indian-grill-new-haven-2,fnZ-wN8tYymHQHKIIELRdw,5.0
tikkaway-fresh-indian-grill-new-haven-2,zHsrpLT8ZBCsIhh_yE7IMg,5.0
tikkaway-fresh-indian-grill-new-haven-2,20nU2-Do3ZCkxrs00sJY_Q,4.0
tikkaway-fresh-indian-grill-new-haven-2,Ic2d4fBGDrtZhG6jmpwu1g,5.0
tikkaway-fresh-indian-grill-new-haven-2,l3vD6WJNUVjmkjxO6HjKOw,5.0
tikkaway-fresh-indian-grill-new-haven-2,bX2CJ5ZzxA9KWF9O4uGUtg,5.0
tikkaway-fresh-indian-grill-new-haven-2,YvHFKnW-AqpUcdCknxZg0A,5.0
tikkaway-fresh-indian-grill-new-haven-2,kkjd1uDnvt47vFPfKCDRQw,5.0
tikkaway-fresh-indian-grill-new-haven-2,M3j6MCq03B7O2QMkWk4cnA,4.0
tikkaway-fresh-indian-grill-new-haven-2,oXp0KYtT6qARxggumUFtPg,4.0
tikkaway-fresh-indian-grill-new-haven-2,ZdXRdQaiQbwp3YtUJkFBjg,5.0
tikkaway-fresh-indian-grill-new-haven-2,8WDe-R3ePjOjp5bjh1szpQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,GlcXyxCW-AmpbzSPnU9-hg,5.0
tikkaway-fresh-indian-grill-new-haven-2,lqhhjoB8d_faj_c-XE1-GQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,7ZnKjKbJPgcLD7uQvM2Wow,4.0
tikkaway-fresh-indian-grill-new-haven-2,fHji2a0TCM2dcTBpZA_DIw,4.0
tikkaway-fresh-indian-grill-new-haven-2,zay--TnRmBbzrnS4AyHGkw,5.0
tikkaway-fresh-indian-grill-new-haven-2,jT1japLeFEucHwEaEmFf5g,4.0
tikkaway-fresh-indian-grill-new-haven-2,N1dl3ZJt5WbyGU1b8xuQSA,5.0
tikkaway-fresh-indian-grill-new-haven-2,G_YTZENmNvgGYkJ2_2hjJQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,YNrgKqBZ538awI0iE8QNgw,2.0
tikkaway-fresh-indian-grill-new-haven-2,GBCPAYq3kdJnxz9n53qlig,5.0
tikkaway-fresh-indian-grill-new-haven-2,md1coI_4aWFxjmTbdJKXXg,4.0
tikkaway-fresh-indian-grill-new-haven-2,LMdQpYEUJAAxkjMt5DHnPA,4.0
tikkaway-fresh-indian-grill-new-haven-2,SFNTctsiX4EABPfuk9xB7Q,5.0
tikkaway-fresh-indian-grill-new-haven-2,1ZLKERXtA1PC35kvfjZGDQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,UQlB5SV6KWL8VF_d_GSU_A,5.0
tikkaway-fresh-indian-grill-new-haven-2,5ZVFkvJW9k621PSziK8o8g,5.0
tikkaway-fresh-indian-grill-new-haven-2,R0tylnA4vH0m5wpauIJ-_g,5.0
tikkaway-fresh-indian-grill-new-haven-2,lUjFecZnSxFO0Djsfl0ppw,5.0
tikkaway-fresh-indian-grill-new-haven-2,wHPve3y-PSx4IBVYhVOckA,3.0
tikkaway-fresh-indian-grill-new-haven-2,SxAK-XUUCMqlSFP0-uJjfQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,CzB8o7h-TVGSwreJWCTMdg,5.0
tikkaway-fresh-indian-grill-new-haven-2,eOFsQTbuaNjRHNzCJrXWgA,5.0
tikkaway-fresh-indian-grill-new-haven-2,BiyA58E1vj4ihSWCkFOJOg,4.0
tikkaway-fresh-indian-grill-new-haven-2,XpPBwWOxVbEkKTWpCXNVzQ,4.0
tikkaway-fresh-indian-grill-new-haven-2,RnI5HLHr8sltcMth9htCcQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,DhbVSuvdNxCNZpE4HHrO9g,5.0
tikkaway-fresh-indian-grill-new-haven-2,nHfYA2L_AU4QtSDxSuZHEw,5.0
tikkaway-fresh-indian-grill-new-haven-2,cbhPomURVhdkgqH5Rv8Y2g,5.0
tikkaway-fresh-indian-grill-new-haven-2,LvAeLL1NKu5qdsDfmUU8VA,5.0
tikkaway-fresh-indian-grill-new-haven-2,qgaqJ6qkP8ZBN1h7RaZ48A,5.0
tikkaway-fresh-indian-grill-new-haven-2,Acx8yZLTsf7mPvaEgcPpdA,5.0
tikkaway-fresh-indian-grill-new-haven-2,umvYh5lZSeVueuqALEpL9A,4.0
tikkaway-fresh-indian-grill-new-haven-2,PXqt4_Vn5QXCBX7WHquuqQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,sY4Mv8m6qEyUu60o_1wXXQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,W87RaeBFLKu15X_54sHa3w,5.0
tikkaway-fresh-indian-grill-new-haven-2,n4KJwOb28s4wjq5Q6Tl96A,5.0
tikkaway-fresh-indian-grill-new-haven-2,9gpm_bu2zZLSYbZ1xAa8zQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,PaE4PpZhlQIYaWLtulZ6BA,5.0
tikkaway-fresh-indian-grill-new-haven-2,4bCQ46JYJ0mVf0Sy7NbRHA,3.0
tikkaway-fresh-indian-grill-new-haven-2,AIRTReH174rgX1iVP-_WHg,5.0
tikkaway-fresh-indian-grill-new-haven-2,I5F_XyBFf8g2bt-g6q0lLA,4.0
tikkaway-fresh-indian-grill-new-haven-2,lQc2bgU9-fEQLcUNNkiQqQ,5.0
tikkaway-fresh-indian-grill-new-haven-2,RokD72lhLgQbnfVUJg3bkg,5.0
tikkaway-fresh-indian-grill-new-haven-2,xvyl8HV8cIw9ockjHNk33w,4.0
tikkaway-fresh-indian-grill-new-haven-2,DPcyPKu958q1fSz1BmtMpA,5.0
tikkaway-fresh-indian-grill-new-haven-2,1DQakm7n7krpZcY2rfwoTA,5.0
tikkaway-fresh-indian-grill-new-haven-2,QO5v1ALBG5aI32dhOG0S_w,5.0
tikkaway-fresh-indian-grill-new-haven-2,a3rKBu51I7ghVw-VeTJy7g,5.0
caseus-fromagerie-and-bistro-new-haven,yyjc3yGhJvnbwic2uDrKfg,5.0
caseus-fromagerie-and-bistro-new-haven,Udly52eK1AcmWUVdemKFqg,4.0
caseus-fromagerie-and-bistro-new-haven,hKBZisn10hA_dmIGXUn0ow,3.0
caseus-fromagerie-and-bistro-new-haven,Dtdy_XdJHuMcGb1GaTBGrw,4.0
caseus-fromagerie-and-bistro-new-haven,vdLuQqLADIF_Ru7sZEvibg,5.0
caseus-fromagerie-and-bistro-new-haven,DrR61py70mBZtkFx3ViaTA,5.0
caseus-fromagerie-and-bistro-new-haven,UoOwa1FVGvH6jv9peSYxcQ,1.0
caseus-fromagerie-and-bistro-new-haven,tAPYDhvY0YJl8rvJHdTSUQ,4.0
caseus-fromagerie-and-bistro-new-haven,0n4jYoztlDLVWSsycvprGA,2.0
caseus-fromagerie-and-bistro-new-haven,RclPvq7yA-zq1UowrLqj8g,4.0
caseus-fromagerie-and-bistro-new-haven,3jH2G7SOO3n-RIwGzck3Bw,5.0
caseus-fromagerie-and-bistro-new-haven,PaE4PpZhlQIYaWLtulZ6BA,5.0
caseus-fromagerie-and-bistro-new-haven,YC_2b-fC5aWhoBgbd1KOPA,4.0
caseus-fromagerie-and-bistro-new-haven,bBSs96GEvKFyEg5KHQ6xIw,1.0
caseus-fromagerie-and-bistro-new-haven,Ee5SjXfhiAOmd4JVHinaAg,3.0
caseus-fromagerie-and-bistro-new-haven,4yVDdFFcVAVf9RvfHkje5Q,5.0
caseus-fromagerie-and-bistro-new-haven,EyYVD9n7PlYYLTSEQ5t14w,5.0
caseus-fromagerie-and-bistro-new-haven,LRC5Ba1nGVlBTU6Hvsm8sw,4.0
caseus-fromagerie-and-bistro-new-haven,pbE3eolC6wp_iTSvH1OBJw,5.0
caseus-fromagerie-and-bistro-new-haven,cpqUhSUdR3kz-eFlSGA1SQ,5.0
caseus-fromagerie-and-bistro-new-haven,ZiIZcjl5UW1IItrivQVDYg,5.0
caseus-fromagerie-and-bistro-new-haven,Z9-MZXc0i0YgYvI5hqlxPA,2.0
caseus-fromagerie-and-bistro-new-haven,RLgdlJpEaHUAZSuttFkSHg,5.0
caseus-fromagerie-and-bistro-new-haven,d7nxpwyj4NWD_O6x5MPFNw,5.0
caseus-fromagerie-and-bistro-new-haven,YeXmtkUQxubqrPCSdhxTFQ,3.0
caseus-fromagerie-and-bistro-new-haven,RxHo_aECfurxzPpZN9WBCA,2.0
caseus-fromagerie-and-bistro-new-haven,4ZUeJIsRTmSFrPh43U6vcA,3.0
caseus-fromagerie-and-bistro-new-haven,BZ4pFzaV5DG9vVBq2PXWBg,4.0
caseus-fromagerie-and-bistro-new-haven,G986OSrZf0mA1YVG7BDnHg,4.0
caseus-fromagerie-and-bistro-new-haven,4VFWKuwu-Y-YEbsMDTUrOA,5.0
caseus-fromagerie-and-bistro-new-haven,3YLya_qPxY44Few9nb4raA,5.0
caseus-fromagerie-and-bistro-new-haven,beOF3v0u1zNY5-z4wu3B1g,5.0
caseus-fromagerie-and-bistro-new-haven,vxdyFpyiWkbSOYHefhB_dg,5.0
caseus-fromagerie-and-bistro-new-haven,l1CNyLLRfUFOPfuxtonReQ,5.0
caseus-fromagerie-and-bistro-new-haven,OyV9qM4Qx4Igu5WSpLn7cQ,5.0
caseus-fromagerie-and-bistro-new-haven,6OV4uJNVo3m8n9zHvHCrTA,1.0
caseus-fromagerie-and-bistro-new-haven,hBoarTkIjaR3KA4WmWwosw,5.0
caseus-fromagerie-and-bistro-new-haven,kABMPHGEKy7q7J_NPvGWNA,5.0
caseus-fromagerie-and-bistro-new-haven,vEvlj485sWkYrrzpMdzxxg,5.0
caseus-fromagerie-and-bistro-new-haven,16HfnEmgASYf1OaH8Oe7Hg,3.0
caseus-fromagerie-and-bistro-new-haven,7qGoGVf-eBH9Zela8ZfGLw,4.0
caseus-fromagerie-and-bistro-new-haven,8zTwc96vobu8eCEhMWWj2Q,4.0
caseus-fromagerie-and-bistro-new-haven,ap9Y4lkmqTJ8PfrydbdDYA,5.0
caseus-fromagerie-and-bistro-new-haven,Z10zR9fHXJlfgNFezv2ftA,5.0
caseus-fromagerie-and-bistro-new-haven,m_atE5-LI50Il2Gu9l1x2g,4.0
caseus-fromagerie-and-bistro-new-haven,sCH_3H5ij6eJ3J9GUukhJg,3.0
caseus-fromagerie-and-bistro-new-haven,qPgz3ksVpH9GSW0xkR3aTg,2.0
caseus-fromagerie-and-bistro-new-haven,-2J7cVyVzOu2job6P37wDA,5.0
caseus-fromagerie-and-bistro-new-haven,wHPve3y-PSx4IBVYhVOckA,5.0
caseus-fromagerie-and-bistro-new-haven,Bc2VYOjdQYJG3wGYJqwasg,5.0
caseus-fromagerie-and-bistro-new-haven,frMWg3uu2thG8fQH7BvPfg,3.0
caseus-fromagerie-and-bistro-new-haven,Ci1o1mX_HzGSLG433ZP7IA,5.0
caseus-fromagerie-and-bistro-new-haven,_TIFf-XatzJL4TiWsabhoA,5.0
caseus-fromagerie-and-bistro-new-haven,cDEYUWI59jbkLE3U1dYbKQ,4.0
caseus-fromagerie-and-bistro-new-haven,LR_TH9kb6Oh_8Za6IkbJmw,5.0
caseus-fromagerie-and-bistro-new-haven,8FUQaWli6Ww3DgmrIs_h_A,5.0
caseus-fromagerie-and-bistro-new-haven,NrSYQ7o7pAptD8Tjwspvnw,5.0
caseus-fromagerie-and-bistro-new-haven,KHKvutkYLjlBZ2YGjk09uw,5.0
caseus-fromagerie-and-bistro-new-haven,LpRQnAJGw8xhH0_6SNUZ7A,4.0
caseus-fromagerie-and-bistro-new-haven,Ee7Ir5wB6mO3J8EafCKybg,3.0
caseus-fromagerie-and-bistro-new-haven,G_YTZENmNvgGYkJ2_2hjJQ,5.0
caseus-fromagerie-and-bistro-new-haven,uClg_YQPvEiKYOBEvz7Rqg,3.0
caseus-fromagerie-and-bistro-new-haven,NXEuQaqgx2Bhi6cRgtGIMg,5.0
caseus-fromagerie-and-bistro-new-haven,NJvopNl9MgRJsJE7CypaUQ,4.0
caseus-fromagerie-and-bistro-new-haven,YpQeAaEP0iIhXcg3ZW7vBA,5.0
caseus-fromagerie-and-bistro-new-haven,JuQ6848gvllUzhA7IaGmhw,3.0
caseus-fromagerie-and-bistro-new-haven,itW3L9xEkbEh4cm7H8typg,5.0
caseus-fromagerie-and-bistro-new-haven,ehR5ieUf_2M4V51rroT5ag,5.0
caseus-fromagerie-and-bistro-new-haven,dSwNXqURlcPruVtn0sJPFw,5.0
caseus-fromagerie-and-bistro-new-haven,MCmksq55W3lkT6kuQjuZ3w,5.0
caseus-fromagerie-and-bistro-new-haven,WqhQWeGtz2uycWeFHVCSwQ,5.0
caseus-fromagerie-and-bistro-new-haven,S9hx0_cddFQsayD4_sJ7kw,5.0
caseus-fromagerie-and-bistro-new-haven,CzB8o7h-TVGSwreJWCTMdg,5.0
caseus-fromagerie-and-bistro-new-haven,LJMhjowVqx1ckrBaIFXzzQ,5.0
caseus-fromagerie-and-bistro-new-haven,-18LGDKB-OxQO3R6Zlgb1w,5.0
caseus-fromagerie-and-bistro-new-haven,aEjvkBfc2Aj2woH_cc8xpQ,2.0
caseus-fromagerie-and-bistro-new-haven,_73qw3jzgEiHXYNxCqMS9A,4.0
caseus-fromagerie-and-bistro-new-haven,Zm06hk3_u7CSntOOuQx65g,5.0
caseus-fromagerie-and-bistro-new-haven,veK7hGgRf7Qi7yBmI8NJTQ,4.0
caseus-fromagerie-and-bistro-new-haven,b4bTb4D4-2V1BU6qarzpQw,5.0
caseus-fromagerie-and-bistro-new-haven,CSa9CnMNJzrP2KSpl3MqIA,1.0
caseus-fromagerie-and-bistro-new-haven,k3S9jN_DYG_O4yrCXChuCw,4.0
caseus-fromagerie-and-bistro-new-haven,vV3Yh-z6SxL8wxizVh87og,4.0
caseus-fromagerie-and-bistro-new-haven,5svDINlVFQAYp5OWnSDszw,5.0
caseus-fromagerie-and-bistro-new-haven,IOiXIQw_k9a_3BnBZ0QJ7A,5.0
caseus-fromagerie-and-bistro-new-haven,zTn_gpCianVdci4_nXQwew,5.0
caseus-fromagerie-and-bistro-new-haven,cokSzgQcOgFIYXkU8xt-0g,3.0
caseus-fromagerie-and-bistro-new-haven,lQHHzWaGwK2P95SAxWzZkA,3.0
caseus-fromagerie-and-bistro-new-haven,9P0ge7g5NqQyIo_QEYuy6w,4.0
caseus-fromagerie-and-bistro-new-haven,dr2WFHSLqm614z7Q_n5Msg,5.0
caseus-fromagerie-and-bistro-new-haven,a3rKBu51I7ghVw-VeTJy7g,5.0
caseus-fromagerie-and-bistro-new-haven,2vFrtkBF6uy10ksMQT-o5g,5.0
caseus-fromagerie-and-bistro-new-haven,Z4toskgy0buZAo_BVYutaQ,5.0
caseus-fromagerie-and-bistro-new-haven,owT8ak-1BYR4FHaI9sP5dw,4.0
caseus-fromagerie-and-bistro-new-haven,Z7LjACNNbVhz5Aeh1IrAgA,3.0
caseus-fromagerie-and-bistro-new-haven,b0xTZkDrCIWXPgcHqlaopA,5.0
caseus-fromagerie-and-bistro-new-haven,gLXOPCgkArAN7gFmTI4qag,5.0
caseus-fromagerie-and-bistro-new-haven,_ydFTCjblFHTB45Gis7oLg,5.0
caseus-fromagerie-and-bistro-new-haven,ccnHnWx3HlKgfHPIzc76kA,5.0
caseus-fromagerie-and-bistro-new-haven,MBLIq0PsvV-DDBArAmvf5A,2.0
frank-pepe-pizzeria-napoletana-new-haven,fUL2UYdNjlxrXlkaIV428A,5.0
frank-pepe-pizzeria-napoletana-new-haven,SJjnGM-Za2jco_GlcbyxQg,2.0
frank-pepe-pizzeria-napoletana-new-haven,KFYlDqG-xF1xZpAhQUB3EA,5.0
frank-pepe-pizzeria-napoletana-new-haven,WrmUzCpfiwU7_kW5MEDqyA,3.0
frank-pepe-pizzeria-napoletana-new-haven,7IV3JXTXufasWNSkDEdrcQ,5.0
frank-pepe-pizzeria-napoletana-new-haven,IFkSQLXXTMACoWirAYI1jw,5.0
frank-pepe-pizzeria-napoletana-new-haven,hD8iFeZWANrCJMzkgLbmYQ,5.0
frank-pepe-pizzeria-napoletana-new-haven,6r0fm7jOC8SO_hfx9GR-cA,5.0
frank-pepe-pizzeria-napoletana-new-haven,IfBVYCvv-mm8dREEVNpjaQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,VFEkJ3MtCIAsup2H77cKxw,5.0
frank-pepe-pizzeria-napoletana-new-haven,ooBKO0v4P-hLDn1Yg607Xg,3.0
frank-pepe-pizzeria-napoletana-new-haven,9wWetBcPaPjwms--pcwS6w,5.0
frank-pepe-pizzeria-napoletana-new-haven,3bs5yS7O7262QcARGfGU8Q,4.0
frank-pepe-pizzeria-napoletana-new-haven,Oq9M7bYXxFu1RwTIRUrD8g,5.0
frank-pepe-pizzeria-napoletana-new-haven,CIKD9oMj-qTZ3zDdgFW5_Q,5.0
frank-pepe-pizzeria-napoletana-new-haven,s6F579ooLepPTV1OJjJ2YA,5.0
frank-pepe-pizzeria-napoletana-new-haven,DMytY6k7LK3qW79Gf1cUkQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,ovyPqYnAVINx-KlVQG54jA,5.0
frank-pepe-pizzeria-napoletana-new-haven,NrEtu6gdlAGC8CrTxv2PMQ,3.0
frank-pepe-pizzeria-napoletana-new-haven,niVlNMVNHYJ8euskuIP0dQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,hftSLKkGJ_RCSt01eDDRxg,5.0
frank-pepe-pizzeria-napoletana-new-haven,BAuJZ3LRZ-cfFPqXeRYRZg,5.0
frank-pepe-pizzeria-napoletana-new-haven,wdntxIfahB56En_xUiBkCw,5.0
frank-pepe-pizzeria-napoletana-new-haven,u6Z1B5YdCLJHEbocIBhQwQ,3.0
frank-pepe-pizzeria-napoletana-new-haven,XsKL7KGNXL1r_YTxXuUWkA,4.0
frank-pepe-pizzeria-napoletana-new-haven,wtRnOXKaEy8o8nhw4rboNw,5.0
frank-pepe-pizzeria-napoletana-new-haven,ME9Wqs7-ipE8ulmY3kM0fg,4.0
frank-pepe-pizzeria-napoletana-new-haven,RkVc2dkOPgE0CBHNuFZuDA,5.0
frank-pepe-pizzeria-napoletana-new-haven,pCPKpjTSQEdSqfkg94f4xw,5.0
frank-pepe-pizzeria-napoletana-new-haven,5nd9UFG5AY_PEsUYZoCKJg,2.0
frank-pepe-pizzeria-napoletana-new-haven,fCvMnJU1Z-XhAjKg99wK3Q,5.0
frank-pepe-pizzeria-napoletana-new-haven,giJKPZbmZofGMS3f4vl5mg,4.0
frank-pepe-pizzeria-napoletana-new-haven,sU3fgY2NCgV1e7rS8m6lmA,5.0
frank-pepe-pizzeria-napoletana-new-haven,SqVUNVeYJblyoUz4e-Fiqw,4.0
frank-pepe-pizzeria-napoletana-new-haven,RF-2tMhj9y1Ajuq9AQyR-w,3.0
frank-pepe-pizzeria-napoletana-new-haven,gqsF3XgAasI9SKX7aHq-ng,3.0
frank-pepe-pizzeria-napoletana-new-haven,EyYVD9n7PlYYLTSEQ5t14w,4.0
frank-pepe-pizzeria-napoletana-new-haven,clLjkEOPtYRA1mkNuLow2A,4.0
frank-pepe-pizzeria-napoletana-new-haven,w9RhCJqBrK7OxwdN8ByZmg,5.0
frank-pepe-pizzeria-napoletana-new-haven,5RvXYNVlIAL_cytm1OQ1Og,5.0
frank-pepe-pizzeria-napoletana-new-haven,cuMCNayD6DozFYc4c5x7AA,1.0
frank-pepe-pizzeria-napoletana-new-haven,G9P3h7ZGdbdc_Zt6IKC2vQ,5.0
frank-pepe-pizzeria-napoletana-new-haven,qdU1O2_ERYJlk6zAlR5kkw,5.0
frank-pepe-pizzeria-napoletana-new-haven,sA7ekzYCrRYdF7Hxng3l0w,5.0
frank-pepe-pizzeria-napoletana-new-haven,p5lg8rGLtWF9ou69zffcag,5.0
frank-pepe-pizzeria-napoletana-new-haven,gDF18aAdnucPdRxWquixPg,5.0
frank-pepe-pizzeria-napoletana-new-haven,t1yEAhERoVXywVte_6a7bg,3.0
frank-pepe-pizzeria-napoletana-new-haven,Fwx5XoSVODKEBq42C9vESg,5.0
frank-pepe-pizzeria-napoletana-new-haven,LCleWLbw3jfnSeuDyaHk4A,5.0
frank-pepe-pizzeria-napoletana-new-haven,Hs2PzfK2NZ1kQJni0CuyAQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,5MHKuflGf5qGiIJjzojCeg,5.0
frank-pepe-pizzeria-napoletana-new-haven,tSfkGxBxuhw5RJRlkwdh8g,2.0
frank-pepe-pizzeria-napoletana-new-haven,vUthM37V1IkWqy2laAzuhw,3.0
frank-pepe-pizzeria-napoletana-new-haven,LPqV0W54xzjB0hEBKR8fjQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,ZhATZtcAivCoCVCup3VSeQ,4.0
frank-pepe-pizzeria-napoletana-new-haven,K76dmjxtfvrbui_jeMAivQ,5.0
